,Text,Sentiment,label_val,panjang_text
8881,enak nya bersih nyaman makanan disajikan bervariasi nya kota menjadikan istirahat orang orang berbelanja pekerja kantoran harga nya mahal setara,positive,2,248
8882,batagor riri hadir harga potong nya 250 rupiah sayang nya batagor riri tenggelam dibanding competitor sejenis cari opsi membawa keluarga sepadan nilai uang,negative,0,306
8883,1 st tim coba nya nya bagus pas lawang wangi jalanan nya super duper jelek hati hati jalan nya lawang wangi nya art kafe okelah pemandangan kota makanan nya harga lumayan mahallah mending sore malam biar keren,positive,2,382
8884,hubungan sulit,negative,0,73
8885,makan enak menyediakan makanan ala barat indonesia cita enak banget sayang harga nya tampilan ruangan bagus sofa empuk susunan bagus,positive,2,203
8886,makan nongkrong nyaman daerah bandung lokasi strategis menu variatif konsep suasana menarik malam,positive,2,179
8887,mohon cek pesan langsung terima kasih,neutral,1,42
8888,yen kamis diskon paket travelling hemat traveloka transaksi kartu kredit bank negara indonesia,positive,2,102
8889,makan memuaskan saus nya variasi saus sambal coba saus nya bervariasi cha betah deh makan,positive,2,169
8890,enak nya hobi beres beres pagi kadang bingung beres beres pola rutinitas bosan,negative,0,153
8891,jokowi menang gagal pemilihan,positive,2,56
8892,keluarga suka gurame goreng nya bumbu nya meresap ludes ayam goreng ayam ungkep nya enak suka segar pilih sop gurame sop buntut nya sedia nasi merah berkumpul keluarga pilih lesehan nya enak lahan parkir nya kerja lokasi nya sekolahan susah parkir nya,positive,2,391
8893,negara utang kebutuhan zon happy happy pesiar ln alasan study banding,negative,0,106
8894,batagor siomay kingsley enak lidah orang surabaya sandi manis maklumlah penggemar wisata kuliner mi bakso nya hotel grand panghegar jalan kaki timur kamis batagor kingsley tutup batagor dibeli,positive,2,342
8895,tasyakuran anies baswedan lampaui target pajak pemerintah provinsi daerah khusus ibukota jakarta berbangga,neutral,1,88
8896,kehadiran ahok berfaedah jakarta perubahan,positive,2,98
8897,moreno mencuat prabowo tahan,neutral,1,35
8898,ujung ujung nya susilo bambang yudhoyono dukungan lemah sih,negative,0,81
8899,restoran sate berdiri daging nya empuk dilengkapi bumbu kacang bawang merah acar rawit mantap,positive,2,142
8900,mudah,negative,0,11
8901,ditraktir teman makan siang kalinya makan resto sunda jalan lodaya lokasi rumah pas jam makan siang kursi terisi penuh sesak nyaman ruang sempit letak kursi berdekatan ruang terkesan suram kusam bersih seadanya pelayanan seadanya bicara teriak ramai nyaman,negative,0,409
8902,minggu keluarga makan siang madame sari mencari makan indoor anak anak ramah bandung hujan nya lumayan bermain bersih disayangkan merokok area luas nya bermain,positive,2,346
8903,nya factory outlet habis berbelanja mampir makan menu nya lokal negeri coba ayam bumbu cabe hijau nya keren banget deh bumbu nya harga mahal,positive,2,270
8904,sambal nya memiliki citarasa tersendiri menikmati ayam goreng pepes lalapan makanan khas sunda harga murah menikmati hidangan kenyang 25 000 30 000,positive,2,226
8905,lokasi terletak dago paakr enak melepas penat kondisi suasana nyaman harga oke parkiran bagus salah berkumpul dikunjungi,positive,2,210
8906,nongkong minum kopi coklat teh enak suasana minimalis ditemani makanan ringan enak layanan,positive,2,145
8907,cari bukalapak kepepet redmi 4a,neutral,1,80
8908,bakar homo bunuh biar meresahkan masyarakat,negative,0,72
8909,makanan nya enak coba nasi goreng rumah nenek direnovasi suasana gelap bangunan dibuka terang,positive,2,202
8910,kepala daerah prestasi nya moncer jawa timur bu risma anas layak idolakan,positive,2,115
8911,dekorasi restoran bagus restoran kota bandung letak nya pemandangan malam indah harga makanan lumayan mahal sepadan salad disajikan steak segar banget jus wortel jeruk nya juara,positive,2,274
8912,udud djarum asyik,positive,2,33
8914,live musik menyuguhkan suasana romantis menghabiskan senja malam menjelang tutup jam 12 malam hidangan penuh selera variasi membosankan kangen,positive,2,220
8915,bbq nite nya seafood kambing guling makan coba sambal cobek nya enak banget,positive,2,142
8916,cinta deh lucinta luna orang nya ramah,positive,2,52
8917,suka speks nya susah pembamding nya harga,positive,2,75
8918,makan penyajian cepat makanan bervariasi murah banget cocok kantong berhemat harga ekspektasi resto,positive,2,198
8919,memesan menu nasi jeruk menarik berbeda porsi nya complete lumayan kekecewaan dori sambal matah nya seuprit hehe harga makan relatif menengah nya luas nyaman tersedia makan area terbuka,positive,2,293
8920,sisa kuota 7 gb lemah otak senang menggangu kenyamanan pengguna setia indosat,negative,0,128
8921,warung mi sengaja kelaparan nya warung teras rumah pesanan sungguh menyesal teman teman memutuskan makan bakmi ayam mi yamin manis asin dipilih bakso pangsit memper kenyang perut,positive,2,353
8922,suka roti sajikan roti diiris tipis dipanggang sebentar dikasih srikaya mentega meleleh roti hangat enak nya lidah,positive,2,171
8923,dapatkan diskon 15 senin jumat pizza ulang kartu kredit bank negara indonesia,neutral,1,80
8924,nya enak steak nya lumayan murah meriah nya asyik cocok banget nongkrong anak anak muda,positive,2,125
8925,bingung coba wkwk kemarin mutual bilang enak gurih besok nya bilang aneh bau nya enak sih,negative,0,165
8926,wiranto penempatan iriawan jawa barat wilayah rawan pilihan kepala daerah,neutral,1,112
8927,masakan tradisional kebanyakan enak restoran mewah,negative,0,72
8928,produk acer murah murah sih kualitas banget bersaing gue nyaman pakai nya,positive,2,87
8930,ayam goreng renyah mendoan hangat dinikmati nasi liwet lezaat nuansa kebun suara jangrik susana makan nyaman,positive,2,163
8931,kasihan admin baca nya om anggarkan campur aduk kesal dongkol,negative,0,83
8932,penuh batagor nya rekomendasi mobil plat b si sepadan tunggu,positive,2,124
8933,berniat berkunjung restoran parkir berlabuh restoran memesan butter rice tambahan spicy tuna lezat istri memesan sop buntut lezat memesan pizza bianchi russo dibawa pulang berisikan smoked beef beef sausage pineapple mushroom mozzarella enak garing menu lanjutan,positive,2,414
8934,menangkan bolt super 4 lte amp merchandise lucky downloader bank negara indonesia experience,neutral,1,92
8935,makan ramuan keluarga 10 orang pilih paket nya 4 orang ter nya 5 6 orang tambahan lauk menu bikin penuh perut makanan nya enak pelayanan nya cepat pekan blok ramai,positive,2,292
8936,nya orang lepas tuduhan hukum gila mengaku gila biar lepas hukuman kerja berwenang,negative,0,207
8937,bagus lounge pemandangan kota bandung pelayanan ramah nyaman pilihan minuman variatif penyajian unik,positive,2,153
8938,dikasih front pembela islam api ditangkap masyarakat takut pgaduan kontor polisi mgistimewakan pedagang racun,negative,0,189
8939,steik nya enak beragam pilihan daging impor lokal harga nya oke disarankan memilih membaca panduan menu nya ragam pilihan harga nya rupiah 90 000 rupiah 150 000,positive,2,280
8940,adik menonton harry potter trans televisi,neutral,1,50
8941,favorit mi ayam nya manis pesan menu makanan penutup es podeng enak sih es nya es krim bermerk es podeng nya beli enak,positive,2,240
8942,nasi goreng chow nya enak banget daging udang nya banget harga porsi small 95 000 medium 150 000 dijamin menyesal,positive,2,139
8943,baju batik pasangan pria wanita bahan katun prodo kombinasi balotelli tersedia size kemeja pria xl detail size ld 96 ld 106 xl ld 110 baju wanita allsize fit xxl rok model instan merah muda biru hijaudan kuning rupiah 190 ribu,neutral,1,282
8944,terletak strategis minum kopi harga mahasiswa suasana nyaman ragam makanan ringan beragam oke banget deh,positive,2,159
8945,cirebon gojek,neutral,1,33
8946,pikir bandung maju gue jakarta surabaya metropolitan bandung bilang,negative,0,135
8947,keren romantis pelayanan top banget mbak dela plus makanan pas lidah minuman beraneka udara sejuk kota bandung plus city pemandangan teman teman bagus berkumpul kota bandung,positive,2,255
8948,lokasi makanan daerah dago factory outlet bentunk nya rumah kuno makan garasi nya favorit nya nasi timbel komplit lumayan enak sayur asem nya enak,positive,2,231
8949,restoran sunda nyaman environment makan sawah air restoran sunda cocok keluarga udara nya sejuk memasuki lembang,positive,2,179
8950,menyesal mendengar maaf,negative,0,54
8951,suka jokowi,positive,2,11
8952,sekolah berbicara anjing menggonggong,negative,0,76
8953,resto indoor garden men rotan dominan dipakai penghias lampu kayu meja kursi bernuansa kebun teduh penataan nya serasi layanan nya ramah menu beragam gurame kremes ebi telur kerapu saus nyonya dendeng,positive,2,362
8954,melelahkan pergi kampus sore ditambah kerja kelompok habis nya deadline tugas mepet bangsat,negative,0,141
8955,halo mengunjungi nasi campur tjiang bandung nasi campur nya enak lezat mantap restoran nya bersih nyaman pelayanan nya bagus cepat,positive,2,198
8956,menyenangkan,negative,0,18
8957,staf nya anies becus mengurus gubernur pecat staf nya abrek abrek,negative,0,109
8958,agustus kalinya paskal makanan pasar malam minggu suasana padat langsung mencari penuh sesak nya pengunjung beragam penjual makanan berat jajanan harga nya bervariasi terjangkau makan gejrot kue,positive,2,394
8959,menu menu utama kecuali kue es krim nya suka suasana pelayanan resto seoalh menarik hidup kolonial,positive,2,176
8960,mi enak taburan ayam suir halus ditemani jus yoghurt stroberi nya segar mie nya enak dibanding memiliki rating harga nya tergolong lumayan mahal,positive,2,313
8961,tentara nasional indonesia luluskan 2968 orang babinsa memperkuat komando kewilayahan,neutral,1,72
8962,indosat seru main mobile legends hilang sinyal marah banget,negative,0,95
8963,demiz suka suka kader demokrat cocok,negative,0,54
8964,enak banget parkir enak banget makanan enak banget minuman enak banget enak sempurna sih,positive,2,136
8965,nongkrong hype banget anak anak bandung nyaman murah enak,positive,2,109
8966,bahaya nya prabowo presiden negatif ambil contoh dendam media mempermalukan wartawan menganggap wartawan mewawancarai berasal media netral,negative,0,261
8967,mi rica terkenal dibeli mi rica nya mi nya sih ayam rica nya mantap banget pedas nya makan pedas sih saran beli menu suka pedas makan mi rica suka kuat pedas nya,positive,2,331
8968,sedih nasib korps rezim jokowi 1 tragis,negative,0,65
8969,yoyakarta miskin tolol berbudaya teman teman jakarta bandung tinggal yoyakarta,negative,0,98
8970,3 gaya telkomsel lancaran banget,positive,2,36
8971,penggemar teh sayang melewatkan spot foodcourt bandung indah plaza bip lantai haus pelepas dahaga nikmat es teh es teh varian teh coba nya teh melati teh buah teh stroberi teh susu,positive,2,344
8972,petang hujan deras parkir luas masuk dijamu showcase pastry small kue ditawarkan masuk resto nya nyaman kumuh renovasi kebanyakan staf dibanding tamu makanan enak dibanding beda chef nya,negative,0,354
8973,menghadiri acara keluarga bertempat le marly terpikir pantry khas menu khas dugaan menu ditawarkan oke banget berbanding lurus harga nya minuman nya malam minggu tunggu memesan makanan membutuhkan 30 menit problem lanjutan,positive,2,421
8974,mencoba ayam saus keju treasa aneh pas enak banget pilihan ayam dilumuri saus spesial level level kepedesan berbeda enak banget,positive,2,229
8975,fahry ketakutan bacot gede nyali nol mulut mu harimau mu partai keadilan sejahtera hancur gara gara mulut mu,negative,0,113
8976,kafe mal paris van java enak nyaman nongkrong bersantai teman teman menikmati bir wine makanan wetan menikmati live musik cobalah menikmati pizza andalan nya enak,positive,2,289
8977,pelayanan menyenangkan mas agus penerimaan kedatangan pemesanan makanan pesanan makan pelayan nya tanggapan makanan dipesan didatangi koki nya pelayanan nya sesuai pelayanan hotel nya berbintang 6 harga makanan nya mantap,positive,2,429
8978,admin kecewa sekuel film hostel hotel 2 3 nya mengecewakan 3 buruk,negative,0,114
8979,rencana membeli makanan khas bandung pisang molen kartika sari terkenal ditambah panganan keripik tempe oncom dikemas belanja dilanjutkan makan menu nya variatif makanan nya enak harga nya terjangkau lupa jus durian nya enak banget,positive,2,398
8980,soto kudus nya kaki makan ragu sih kudus dicoba tai enak lo pilhan mencampur nya pokok nya enak deh harga nya murah meriah deh,positive,2,254
8981,pergi makan restoran harga terjangkau 15 30 ribu orang menyantap jenis nasi goreng rempah enak tentukan tingkat kepedasan mu rasakan beda nya nasi goreng nya ramai malam luas,positive,2,313
8982,zona kemacetan jalan raya lembang bandung parkir sembarangan pinggir jalan,negative,0,101
8983,penjelasan markas kepolisian republik indonesia partai demokrat,neutral,1,48
8984,hati ksatria dendam anak bangsa biarpun disakiti dikhianati dilecehkan beliau sayang cinta,positive,2,191
8985,hati hati tertukar sambal hejo sambal hijau makan istilah hijau makan ku njungi rumah makan sambal hejo jalan natuna bandung menu favorit ayam goreng nya ayam nya unik ayam goreng nya digoreng kering nya sih minyak minyak zaitun percaya percaya,positive,2,399
8986,pilihan makanan pilih enak porsi nya perempuan suasana nya nyaman berkonsep restoran meja makan kafe sofa sofa berkumpul teman ramai pengunjung ramadan rela ditolak penuh,positive,2,334
8987,suka kwetiaw goreng nya asin gurih dicampur udang toge irisan sayur tumis warna nya pucat enak dimakan selagi panas,positive,2,154
8988,tokoh muslim otak nya busuk,negative,0,34
8989,jual paket koin mahar 18 rupiah tipe emas mahar pernikahan lapak mirotashop mirotashop,neutral,1,97
8990,menunggu jne nya besok marah,negative,0,66
8991,taktik super kotor licik politisasi sara ruma ibadah pilihan kepala daerah dipercaya politisasi sara berkompetisi intolerance pengecut takut kalah sombong bermental rusak layak pemimpin,negative,0,291
8992,payah banget pelayanan grab,negative,0,36
8993,okonomiyaki kreasi kedai masakan jepang bogor sungguh enak,negative,0,82
8994,paham manusia dengki iri hati tengok orang senang senang,negative,0,128
8995,mencoba makan kafe betawi pesan rujak juhi soto betawi gejrot soto betawi gejrot nya bumbu berasa lidah rujak juhi nya lumayan pelayanan lumayan cepat,positive,2,230
